Color by,Project Name,State Name,Type Name,Company,Country Name,DOE Support,If State,Location,Other,Plant,Project Date,Project ID,Project Link,Project Name,Status Detail Name,Status Name,Technology Name,Unit Base Name 1,Avg. Icon Size,Latitude,Longitude,Distinct count of Project ID,Major Injection Amount
Completed,"Modeling CO2 Sequestration in a Saline Reservoir and Depleted Oil Reservoir to Evaluate The Regional CO2 Sequestration Potential of The Ozark Plateau Aquifer System, South-Central Kansas",Kansas,Storage,University of Kansas,United States,DOE Supported,", Kansas",southern,This project studied potential CO2 storage sites within saline aquifer and depleted oil reservoirs within the Ozark Plateau Aquifer System (OPAS) in south-central Kansas.,,12/8/2009,282,http://www.netl.doe.gov/File%20Library/Events/2014/carbon_storage/11--L--Watney_J--Rush_J--Raney.pdf,"Modeling CO2 Sequestration in a Saline Reservoir and Depleted Oil Reservoir to Evaluate The Regional CO2 Sequestration Potential of The Ozark Plateau Aquifer System, South-Central Kansas",,Completed,,,1,37.165836,-101.251679,1,
Completed,MGSC Validation Phase - Tanquary Site,Illinois,Storage,Illinois State Geological Survey,United States,DOE Supported,", Illinois",Wabash County,The purpose of this project was to determine the CO2 injection and storage capability and the enhanced coalbed methane recovery potential of Illinois Basin coal seams.  The target formation was the Pennsylvanian Carbondale formation.,Commercial Source,1/1/2008,105,http://www.sequestration.org/resources/publish/TanquaryReportFinal.pdf,MGSC Validation Phase - Tanquary Site,,Completed,,Tonnes Total,1,38.40745,-87.95868,1,91
Completed,MGSC Validation Phase - Sugar Creek Field,Kentucky,Storage,Illinois State Geological Survey,United States,DOE Supported,", Kentucky",Hopkins County,"In early Summer 2009, CO2 injection started at the EOR III site in the Sugar Creek field in Hopkins County, Kentucky. The reservoir is located at a depth of 1,850 feet and consists of fine-grained sandstone packages interbedded with shales.",Commercial Source,4/1/2009,126,https://www.osti.gov/servlets/purl/1063888,MGSC Validation Phase - Sugar Creek Field,,Completed,,Tonnes Total,1,37.26265,-87.578917,1,"6,560"
Completed,MGSC Validation Phase - Mumford Hills Field,Indiana,Storage,Illinois State Geological Survey,United States,DOE Supported,", Indiana",Posey County,"Carbon dioxide injection started in Fall 2009 at the EOR II site in the Mumford Hills field in Posey County, Indiana.  The reservoir is located at an average depth of 1,900 feet deep and consists of thick wedges of fine-grained sandstone.",Commercial Source,9/1/2009,127,http://sequestration.org/mgscprojects/mumfordhills.html,MGSC Validation Phase - Mumford Hills Field,,Completed,,Tonnes Total,1,38.187413,-87.879005,1,"6,300"
Completed,MGSC Validation Phase - Loudon Field,Illinois,Storage,Illinois State Geological Survey,United States,DOE Supported,", Illinois",Fayette County,"This mature oil field enhanced oil recovery (EOR) test, also known as a Huff n Puff, evaluated the potential for geological sequestration of CO2 in mature Illinois Basin oil reservoirs as part of an EOR program.",Commercial Source,1/1/2007,104,http://sequestration.org/resources/publish/MGSC_HuffnPuff_Loudon.pdf,MGSC Validation Phase - Loudon Field,Injection Complete,Completed,,Tonnes Total,1,39.041661,-88.893386,1,39
Completed,Liaohe EOR Project,Liaoning Province,Storage,Chinese Government,China,Other Support,", Liaoning Province",Panjin,The project injected flue gas into a depleting oil field for EOR. It started in 1998 and the EOR proved effective with injecting flue gas. Phase II will look at separating CO2 via membrane and recirculating the CO2 to increase CO2 concentration.,Jingzhou Oil Extraction Plant,1/1/1998,42,http://www.netl.doe.gov/publications/proceedings/01/carbon_seq/p3.pdf,Liaohe EOR Project,Injection Complete,Completed,,Tonnes Total,1,41.137084,122.137069,1,"2,300"
Completed,JCOP Yubari/Ishikari ECBM Project,Hokkaido Prefecture,Storage,General Environment Technos Co. Ltd.,Japan,Other Support,", Hokkaido Prefecture",Yubari,The Yubari project is a research and development project on CO2 sequestration in unminable coal seams with the production of coal bed methane.,Commercial Source,1/1/2002,60,http://www.adv-res.com/Coal-Seq_Consortium/ECBM_Sequestration_Knowledge_Base/Coal-Seq%20VI%20Forum%202008/Fujioka_JCOAL_Yubari.pdf,JCOP Yubari/Ishikari ECBM Project,Injection Complete,Completed,,Tonnes Total,1,43.006987,142.08831,1,415
Completed,Gulf of Mexico Miocene Mega Transect Site Characterization,Texas,Storage,University of Texas at Austin,United States,DOE Supported,", Texas",coastline,Objective is to identify at least one specific site within Texas offshore state lands capable of storing at least 30 million tons of CO2.,,12/8/2009,278,http://www.netl.doe.gov/File%20Library/Events/2014/carbon_storage/9---Tip-Meckel.pdf,Gulf of Mexico Miocene Mega Transect Site Characterization,,Completed,,,1,28.394151,-96.186152,1,
Completed,Geologic Characterization of the South Georgia Rift Basin for Source Proximal CO2 Storage,South Carolina and Georgia,Storage,South Carolina Research Foundation,United States,DOE Supported,South Carolina and Georgia,,Evaluate the feasibility of storing CO2 in the Jurassic and Triassic strata of the buried South Georgia Rift Basin.,,12/8/2009,277,http://www.netl.doe.gov/File%20Library/Events/2014/carbon_storage/6--Michael-Waddell.pdf,Geologic Characterization of the South Georgia Rift Basin for Source Proximal CO2 Storage,,Completed,,,1,33.113913,-80.533211,1,
Completed,Frio Brine Pilot,Texas,Storage,Bureau of Economic Geology,United States,DOE Supported,", Texas",Dayton,"From October 414, 2004 the Frio Brine Pilot team injected 1,600 tons of CO2 1,500m below surface into a high permeability brine-bearing sandstone of the Frio Formation.",Commercial Source,10/4/2004,186,http://www.beg.utexas.edu/gccc/forum/codexdownloadpdf.php?ID=26,Frio Brine Pilot,,Completed,,Tonnes Total,1,30.030999,-94.86129,1,"1,455"
Completed,Fenn Big Valley Project,Alberta,Storage,Alberta Science and Research Authority,Canada,Other Support,", Alberta",Pembina oil field,"Fenn Big Valley project was a comprehensive project studying CO2 sequestration in deep coal mines while enhancing coal bed methane production (ECBM).  In October 1999, Alberta Research Council drilled a well at Fenn Big Valley.",Commercial Source,1/1/1997,24,http://www.researchgate.net/publication/228933838_CO2_storage_and_enhanced_methane_production_field_testing_at_Fenn-Big_Valley_Alberta_Canada_with_application,Fenn Big Valley Project,,Completed,,Tonnes Total,1,52.050455,-112.734195,1,200
Completed,CO2SINK Project (Ketzin),Brandenburg,Storage,European Commission,Germany,DOE Supported,", Brandenburg",Ketzin," Located at Ketzin, Germany, the project injected 67,271 tonnes of CO2. Injection ended 8/29/2013.",Leuna Refinery,6/30/2008,54,http://sequestration.mit.edu/tools/projects/ketzin.html,CO2SINK Project (Ketzin),Injection Complete,Completed,,Tonnes Total,1,51.191544,12.356714,1,"67,271"
Completed,Characterization of the Most Promising Sequestration Formations in the Rocky Mountain Region,Colorado,Storage,University of Utah,United States,DOE Supported,", Colorado",Craig,Project seeks to characterize and analyze the geologic storage formations near the Craig Power Station in Colorado and apply the results to regional geologic storage formations in the Central and Southwestern Rockies.,,12/8/2009,275,https://www.netl.doe.gov/File%20Library/events/2013/carbon%20storage/3-30-McPherson_RMCCS_FY13_Carbon_Storage-Review_Final.pdf,Characterization of the Most Promising Sequestration Formations in the Rocky Mountain Region,,Completed,,,1,40.435449,-107.593316,1,
Completed,"Characterization of the Miocene and Pliocene Formations in the Wilmington Graben, Offshore Los Angeles, for Large Scale Geologic Storage of CO2",California,Storage,GeoMechanics Technologies,United States,DOE Supported,", California",offshore Los Angeles,"Geologic storage potential study in the Wilmington Graben, offshore LA Basin.",,12/8/2009,276,http://www.netl.doe.gov/File%20Library/Events/2014/carbon_storage/10--Michael-Bruno.pdf,"Characterization of the Miocene and Pliocene Formations in the Wilmington Graben, Offshore Los Angeles, for Large Scale Geologic Storage of CO2",,Completed,,,1,33.592869,-118.174017,1,
Completed,Blackhorse Energy LLC - Small-scale Injection Project,Louisiana,Storage,Black Horse Energy LLC,United States,DOE Supported,", Louisiana",Livingston Parish,"This project will utilize CO2 for EOR operations in the First Wilcox sand unit.  The project will inject 52,000 tonnes of CO2 and CO2 foam for EOR operations.",EOR operations in the Livingston Reservoir (First Wilcox sand),10/1/2011,323,https://www.osti.gov/servlets/purl/1332270,Blackhorse Energy LLC - Small-scale Injection Project,Planning,Completed,,Tonnes Total,1,30.4658,-90.767859,1,"52,000"
Completed,Big Sky Validation Phase - Basalt Injection,Washington,Storage,Montana State University,United States,DOE Supported,", Washington",Wallula,"Injection was initiated on July 17, 2013. Injection completed August 11, 2013.",Commercial,1/1/2010,29,http://www.bigskyco2.org/research/geologic/basaltproject,Big Sky Validation Phase - Basalt Injection,,Completed,,Tonnes Total,1,46.106511,-118.915757,1,977
Completed,An Evaluation of the Carbon Sequestration Potential of the Cambro Ordovician Strata of the Illinois and Michigan Basins,"Illinois, Michigan, Kentucky, Indiana",Storage,Illinois State Geological Survey,United States,DOE Supported,"Illinois, Michigan, Kentucky, Indiana",,"Goal is to evaluate carbon storage potential of Cambrian-Ordovician strata in Illinois and Michigan basins by evaluating reservoir and seal capacity, mapping the basins with 2D & 3D seismic data sets, and developing a BMP for site characterization.",,12/7/2009,274,http://www.netl.doe.gov/File%20Library/Events/2014/carbon_storage/8--Hannes-Leetaru.pdf,An Evaluation of the Carbon Sequestration Potential of the Cambro Ordovician Strata of the Illinois and Michigan Basins,,Completed,,,1,40.10099,-88.229099,1,
Completed,Allison Unit CO2-ECBM Pilot,New Mexico,Storage,Burlington Resources,United States,DOE Supported,", New Mexico",San Juan County,This project involves CO2 injection into the Allison Unit of the San Juan Basin. CO2 was used to enhance coalbed methane recovery.,Natural Source from Cortez Area of New Mexico,10/1/2000,298,https://www.adv-res.com/pdf/The%20Allison%20Unit%20CO2-ECBM%20Pilot%20-%20A%20Reservoir%20and%20Economic%20Analysis%20-%20Paper%200522.pdf,Allison Unit CO2-ECBM Pilot,Injection Complete,Completed,,Tonnes per Day,1,39.979384,-107.510387,1,400
Completed,Weyburn-Midale Project,Saskatchewan,Capture & Storage,Cenovus Energy,Canada,DOE Supported,", Saskatchewan",Weyburn and Midale Oil Fields,"A large operational EOR with CO2 Storage project in Weyburn and adjacent Midale fields. The projected production with EOR is 67 million barrels. CO2 is supplied by a 205-mile pipeline from the Great Plains Synfuel Plant in North Dakota, USA.",Great Plains Synfuels Plant (US),10/1/2000,37,https://www.undeerc.org/pcor/co2sequestrationprojects/Weyburn.aspx,Weyburn-Midale Project,Injection Complete,Completed,Cold Methanol (Rectisol),Tonnes Total,1,49.414461,-103.438402,1,"40,000,000"
Completed,Touchstone Bioconversion Pilot Plant,Ohio,Capture & Storage,Touchstone Research Laboratory,United States,DOE Supported,", Ohio",Cedar Lane Farms,The project is pumping CO2 from greenhouse furnances into algae ponds to take advantages of CCUS opportunities with biomass to energy (biodiesel) production.,Biomass production ponds,7/25/2012,309,http://www.algaebiomass.org/wp-content/gallery/2012-algae-biomass-summit/2010/06/Joseph_Brian1.pdf,Touchstone Bioconversion Pilot Plant,Plant in Operation,Completed,Not currently specified,Liter of Algae per Minute,1,40.824822,-81.865536,1,0
Completed,Total Lacq Project,Nouvelle-Aquitane,Capture & Storage,Total,France,Other Support,", Nouvelle-Aquitane",Lacq,"Total has initiated a pilot CO2 capture and sequestration project in the Lacq basin. The project will inject up to 150,000 metric tons of CO2 into a depleted natural gas field in Rousse over a period of two years from 2010 to 2012. The project is ongoing.",Lacq Gas Processing Plant,1/1/2009,51,http://hub.globalccsinstitute.com/sites/default/files/publications/194253/carbon-capture-storage-lacq-pilot.pdf,Total Lacq Project,Capture Complete,Completed,,Tonnes Total,1,43.409338,-0.634186,1,"51,000"
Completed,SEQ Zero Emission Power Plant (ZEPP),Friesland,Capture & Storage,SEQ Nederland B.V.,Netherlands,Other Support,", Friesland",Drachten,"SEQ Nederland B.V. and ONS Energy are planning to build Zero Emission Power Plant (ZEPP) in Drachten, Netherlands producing 50 MW  using a novel oxy-fuel technology. 250,000 tonnes annually CO2 will be captured and used for EGR in nearby gas fields.",Zero Emission Power Plant (ZEPP),1/1/2009,71,https://www.co2-cato.org/news/news/publication-of-zero-emmission-power-plant-seq-documents,SEQ Zero Emission Power Plant (ZEPP),Developing Infrastructure,Completed,,Tonnes per Day,1,53.107152,6.050072,1,685
Completed,SECARB Development Phase - Citronelle Project,Alabama,Capture & Storage,Southern States Energy Board,United States,DOE Supported,", Alabama",Bucks,"Injection operations were initiated in September 2012 and ended September 2014 with 114,104 metric tons injected.",Plant Barry,9/22/2007,148,https://www.netl.doe.gov/File%20Library/Research/Carbon-Storage/Citronelle-SECARB-Project.PDF,SECARB Development Phase - Citronelle Project,Completed,Completed,Amines,Tonnes Total,1,31.005154,-88.008941,1,"114,104"
Completed,PCOR Validation Phase - Zama Field Test,Alberta,Capture & Storage,Energy & Environmental Research Center - University of North Dakota,Canada,DOE Supported,", Alberta",Zama City,"The field validation test conducted at Apache Canadas Zama oil field in Alberta, Canada is evaluating the potential for geologic sequestration of CO2 in an acid gas stream that also includes high concentrations of hydrogen sulfide (H2S).",Apache Zama Gas Plant,10/1/2005,134,https://www.undeerc.org/pcor/newsandpubs/pdf/RTIP-Zama-Acid-Gas-EOR-CO2-Sequestration-and-Monitoring-Project.pdf,PCOR Validation Phase - Zama Field Test,,Completed,Gas Separation,Tonnes Total,1,59.064553,-118.880284,1,"84,986"
Completed,MRCSP Validation Phase - Michigan Basin Geologic Test,Michigan,Capture & Storage,Battelle Memorial Institute,United States,DOE Supported,", Michigan",Otsego County,"This project involves total injection of approximately 60,000 metric tons of CO2 into a saline formation between depths of 3,400 to 3,500 feet.  The test location is the Charlton 30/31 field in Otsego County, Michigan, site of an enhanced oil recovery.",Turtle Lake Natural Gas Processing Plant,2/1/2008,132,http://www.mrcsp.org/michigan-basin-site---validation-phas,MRCSP Validation Phase - Michigan Basin Geologic Test,,Completed,Gas Separation,Tonnes Total,1,45.044878,-84.487203,1,"60,000"
Completed,Mitchell Energy Bridgeport Plant,Texas,Capture & Storage,Mitchell Energy,United States,Other Support,", Texas",Bridgeport,"The Mitchell Energy Bridgeport, Texas USA plant recovered~ 500 ton/day CO2 for EOR.",Bridgeport,1/1/1991,229,http://www.osti.gov/scitech/biblio/6286644,Mitchell Energy Bridgeport Plant,Capture Complete,Completed,Aqueous amino acid salt-based solvent,Tonnes per Day,1,33.205873,-97.729303,1,500
Completed,MGSC Development Phase - Illinois Basin Decatur Project,Illinois,Capture & Storage,Illinois State Geological Survey,United States,DOE Supported,", Illinois",Decatur,"MGSC has partnered with the Archer Daniels Midland (ADM) Company, an agricultural product processing company, to conduct a large-volume, saline sequestration test at ADMs ethanol by fermentation facility located in Decatur, Illinois.",ADM Ethanol Facility,1/1/2010,125,http://www.netl.doe.gov/publications/factsheets/project/NT42588.pdf,MGSC Development Phase - Illinois Basin Decatur Project,Post-Injection Monitoring,Completed,Not currently specified,Tonnes Total,1,39.876963,-88.89341,1,"999,215"
Completed,Joffre Viking EOR Project,Alberta,Capture & Storage,Penn West Energy Corporation,Canada,Other Support,", Alberta",Joffre,"First EOR in Canada in the Joffre Viking field east of Red Deer, Alberta. Penn West Petroleum operates the project using CO2 from two of the Nova Chemical Corp Ethylene plants. Project End Date  2011-12-31",NOVA Chemicals Ethylene Plant,8/1/2003,284,http://www.csaregistries.ca/files/projects/prj_5957_1079.pdf,Joffre Viking EOR Project,,Completed,Not currently specified,Tonnes Total,1,52.309312,-113.549264,1,"39,566"
Completed,CS Energy Callide Oxyfuels Project,Queensland,Capture & Storage,CS Energy,Australia,Other Support,", Queensland",town of Biloela in the Banana Shire,"The project  retrofitted a 30MW unit at CS Energy's Callide A with oxyfuel process and captured CO2 from the waste gases. The project has capture rates of more than 85%  and has operated more than 2,500 hrs.",Callide A Power Station,3/1/2006,3,http://callideoxyfuel.com/,CS Energy Callide Oxyfuels Project,Injection Complete,Completed,Oxy-fuel Combustion,Tonnes per Day,1,-24.341218948,150.608520508,1,82
Completed,CONSOL Energy - Sequestration of CO2 in Unmineable Coal Seams,West Virginia,Capture & Storage,Consol Energy Inc,United States,DOE Supported,", West Virginia",Marshall County,"CONSOL demonstrated a novel drilling and production process that reduces potential methane emissions from coal mining, produces usable methane (natural gas), and creates a sequestration sink for carbon dioxide (CO2) in unmineable coal seams.",On-site amine plan,9/21/2001,297,https://www.netl.doe.gov/File%20Library/Events/2015/carbon%20storage/proceedings/08-20_08_CO2-Sequestration-in-Unmineable-Coal-with-ECBM-2015.pdf,CONSOL Energy - Sequestration of CO2 in Unmineable Coal Seams,Post-Injection Monitoring,Completed,Amines,Tonnes Total,1,39.748189,-80.541217,1,"4,516"
Completed,Carbon Dioxide Technology Corp - Lubbock Plant,Texas,Capture & Storage,Carbon Dioxide Technology Corporation,United States,Other Support,", Texas",Lubbock,"Product CO[2] was pipelined from the recovery plant in a supercritical state at about 2,000 psig to the Post oil field in Garza County, Texas, about 35 miles away for use in an EOR project.",Cooke Power Station,1/1/1982,228,http://www.nist.gov/pml/high_megawatt/upload/2_3-Kubek-Approved.pdf,Carbon Dioxide Technology Corp - Lubbock Plant,Injection Complete,Completed,Amines,Tonnes per Day,1,33.45438,-101.862836,1,"1,200"
Completed,ARI Eastern Shale CO2 Injection Test,Kentucky,Capture & Storage,Advanced Resources International (ARI),United States,DOE Supported,", Kentucky",Pike County,"ARI is conducting a small-scale CO2 injection in eastern shales. CO2 is planned to come from the AES Warrior Run plant, but it is not a full capture project. The test will assess the feasibility of injecting and storing CO2 in shale formations.",,10/1/2010,299,http://www.netl.doe.gov/publications/factsheets/project/FE0004633.pdf,ARI Eastern Shale CO2 Injection Test,Site Characterization,Completed,,Tonnes Total,1,37.290102,-82.615054,1,300
Completed,Air Products and Chemicals Inc. CCS Project,Texas,Capture & Storage,Air Products and Chemicals,United States,DOE Supported,", Texas",Port Arthur,"DOE project was completed on September 30, 2017, and operations continue.",Valero Port Arthur Refinery's Methane Steam Reformer Waste Streams,11/16/2009,201,http://www.netl.doe.gov/research/coal/project-information/FE0002381,Air Products and Chemicals Inc. CCS Project,Capture Ongoing,Completed,Vacuum swing absorption,Tonnes per Day,1,29.865913,-93.967359,1,"2,740"
Completed,We Energies Pleasant Prairie Field Pilot,Wisconsin,Capture,We Energies,United States,Other Support,", Wisconsin",Pleasant Prairie,"The Chilled Ammonia CO2 capture pilot at the We Energies power plant in Pleasant Prairie, Wisconsin, USA went into operation in June 2008. Demonstrated more than 90% capture of CO2 from flue gas.",Pleasant Prairie,7/1/2008,225,http://mydocs.epri.com/docs/CorporateDocuments/SectorPages/GEN/CarbonCaptureProject/doc/cc_report.pdf,We Energies Pleasant Prairie Field Pilot,Capture Complete,Completed,Alstom Chilled Ammonia Process,Tonnes per Day,1,42.53944,-87.90444,1,81
Completed,TEPCO Yokosuka,Kanagawa Prefecture,Capture,Tokyo Electric Power Company,Japan,Other Support,", Kanagawa Prefecture",Kurihama (Yokosuka),Tested 5 solvent systems for their CO2 capture capability.  Selected best solvent (H3) and it consistently achieved 80 to 90 % recovery rates.,Yokosuka Thermal Power Station,1/1/1997,222,http://www.psa.mhps.com/supportingdocs/forbus/hpsa/technical_papers/Advanced%20Amine-based%20CO2%20Capture%20for%20Coal-fired%20Power%20Plants.pdf,TEPCO Yokosuka,Capture Complete,Completed,Solvents,% Reduction,1,35.215,139.72028,1,90
Completed,Tampa Electric - Scale-Up of High-Temperature Syngas Cleanup Technology,Florida,Capture,Tampa Electric Power Company,United States,DOE Supported,", Florida",Brewster,"The project designed, constructed, and operated a pre-commercial scale high-temperature
syngas cleanup unit with integrated CCS technology. 300,000 tons CO2 total were injected  into a saline formation.",TECO Polk Power Station,7/20/2009,303,https://www.netl.doe.gov/File%20Library/Research/Coal/energy%20systems/gasification/FE0000489.pdf,Tampa Electric - Scale-Up of High-Temperature Syngas Cleanup Technology,Engineering design,Completed,MDEA Gas Separation Process,Tonnes per Day,1,27.725119,-81.993792,1,748
Completed,Slipstream Testing of a Membrane CO2 Capture Process for Existing Coal-Fired Power Plants,Alabama,Capture,"Membrane Technology and Research, Inc (MTR)",United States,DOE Supported,", Alabama",Wilsonville,"1 ton per day capture field test site Cholla Power Plant (AZ), with scale up to 20 tons/day at NCCC site.",National Carbon Capture Center,10/1/2010,288,http://www.netl.doe.gov/File%20Library/Research/Coal/ewr/co2/FE0005795.pdf,Slipstream Testing of a Membrane CO2 Capture Process for Existing Coal-Fired Power Plants,,Completed,MTR Membrane System,Tonnes per Day,1,33.243601,-86.469014,1,20
Completed,Slipstream Development and Testing of Siemens POSTCAP Capture and Separation Technology,Florida,Capture,"Siemens Energy, Inc.",United States,DOE Supported,", Florida",Tampa,"Design, install, and operate a pilot plant treating 2.5 MWe slipstream of flue gas.",Tampa Electric Company's Big Bend Station,10/1/2010,289,http://www.netl.doe.gov/research/coal/carbon-capture/post-combustion/siemens-postcap,Slipstream Development and Testing of Siemens POSTCAP Capture and Separation Technology,,Completed,Aqueous amino acid salt-based solvent,Tonnes per Day,1,27.794879,-82.40066,1,50
Completed,Sargas Vartan,Södermanland and Uppland,Capture,Sargas,Sweden,Other Support,", Södermanland and Uppland",Stockholm,"SARGAS currently has a breakthrough, proprietary technology for CO2 capture, which can be used at coal at a very affordable price. The challenge lies in how the large amounts of CO2 to be stored, and who takes the bill for disposal.",Vartan Power Plant,1/1/2007,223,http://translate.google.com/translate?hl=en&sl=no&u=http://www.ukeavisenledelse.no/norsk-sm%25C3%25A5bedrift-vil-vokse-p%25C3%25A5-co2-fri-kullkraft&prev=/search%3Fq%3DSargas%2BVartan%26start%3D10%26safe%3Doff%26sa%3DN%26es_sm%3D122%26biw%3D1264%26bih%3D9,Sargas Vartan,Capture Complete,Completed,Solvents,,1,59.34833,18.07028,1,
Completed,RWE/BASF/Linde CO2 Capture Project Niederaussem,North Rhine - Westphalia,Capture,RWE Power,Germany,Other Support,", North Rhine - Westphalia","Niederaussem, Bergheim",The pilot plant is capturing 300 kg CO2/hr from a bypass flue gas stream from the plant.,RWE Power AG Lignite Plant,8/18/2009,56,http://www.zeroco2.no/projects/rwe2019s-scrubbing-pilot-plant-in-cooperation-with-basf-and-linde,RWE/BASF/Linde CO2 Capture Project Niederaussem,Capture Complete,Completed,Amines,Tonnes Total,1,50.994088,6.667984,1,"2,000"
Completed,Nippon Steel CO2 Capture Project,Chiba Prefecture,Capture,Nippon Steel,Japan,Other Support,", Chiba Prefecture",Kimitsu, Project started in 2004 and plans to end in 2008.  April 2010 will start a 30 tonnes/day capture test plant using amine solvent.,Nippon Steel Facilities in Kimitsu Works,1/1/2004,65,http://globalenergyobservatory.org/geoid/40207,Nippon Steel CO2 Capture Project,Capture Complete,Completed,Amines,Tonnes per Day,1,35.357929230,139.867904663,1,170
Completed,Mulgrave Capture Project - CO2CRC,Victoria,Capture,CO2CRC - Cooperative Research Centre for Greenhouse Gas Technologies,Australia,Other Support,", Victoria","Mulgrave, Melbourne","Pre-combustion CO2 capture from a brown coal burning IGCC plant.  They are piloting three capture technologies: solvent, membrane, and pressure swing.  CO2 captured (Tonnes Total): 741 tonnes/year.",Coal Gasifier at HRL Facility,1/1/2009,215,https://www.researchgate.net/publication/251711740_Novel_Pre-Combustion_Capture_Technologies_in_Action_-_Results_of_the_CO2CRCHRL_Mulgrave_Capture_Project,Mulgrave Capture Project - CO2CRC,Capture Complete,Completed,Amine Ammonia Membrane,Tonnes Total,1,-37.913772,145.15598,1,741
Completed,Matsushima Coal Plant Capture Project,Miyagi Prefecture,Capture,Japanese Government,Japan,Other Support,", Miyagi Prefecture",Matsushima,CO2 capture facility (10 tons per day) installed to understand long-term effects of impurities on amine scrubber process. Test occurred from July 2006 through 2008.,Matsushima Coal Power Plant,7/1/2006,62,No specific project link identified.,Matsushima Coal Plant Capture Project,Capture Complete,Completed,Amines,Tonnes per Day,1,32.939747,129.59783,1,10
Completed,H3 Capture Project-CO2CRC,Victoria,Capture,CO2CRC - Cooperative Research Centre for Greenhouse Gas Technologies,Australia,Other Support,", Victoria",Morwell,Based at Hazelwood power station and run in parallel with the Hazelwood Post-Combustion 2030 Project.  Effort has tested a range of solvents and different process configurations using the solvent post-combustion capture plant.,Hazelwood power station,7/9/2009,214,http://ieaghg.org/docs/General_Docs/12%20cap/3-9%20sec.pdf,H3 Capture Project-CO2CRC,Capture Complete,Completed,Solvents,Tonnes per Day,1,-38.272924,146.391758,1,0
Completed,Evaluation of Solid Sorbents as a Retrofit Technology for CO2 Capture,Alabama,Capture,"ADA-ES, Inc.",United States,DOE Supported,", Alabama",West Jefferson,"Design, construct, and operate pilot plant on 1 MWe slipstream of flue gas at Southern Company's Plant Miller.",Southern Company - Plant Miller,10/1/2010,290,https://www.netl.doe.gov/File%20Library/Research/Coal/carbon%20capture/FE0004343.pdf,Evaluation of Solid Sorbents as a Retrofit Technology for CO2 Capture,,Completed,Solid sorbent,Tonnes per Day,1,33.632011,-87.060964,1,25
Completed,"E.ON Pilot Plant in Heyden, Germany",North Rhine - Westphalia,Capture,E.ON,Germany,Other Support,", North Rhine - Westphalia",Minden,"The project plans to improve the efficiency of post combustion capturing by testing different solvents.
The pilot plant is expected to begin its operation in 2009 and  plans to produce 7 MW.",Heyden Power Plant,1/1/2010,187,http://www.cansolv.com/rtecontent/document/CO2Pilotplant2009.pdf,"E.ON Pilot Plant in Heyden, Germany",Capture Complete,Completed,Amines,% Reduction,1,52.382747,8.996095,1,90
Completed,"E.ON Coal Plant in Wilhelmshaven, Germany",Lower Saxony,Capture,E.ON,Germany,Other Support,", Lower Saxony",Wilhelmshaven,The pilot plant will be small in scale at 5.5 MW and will capture approximately 70 tonnes per day of CO2. Completed in late 2015.,Wilhelmshaven power plant,1/1/2010,188,http://www.fluor.com/projects/carbon-capture-plant-design-build,"E.ON Coal Plant in Wilhelmshaven, Germany",Capture Complete,Completed,Fluor Econamine,Tonnes per Day,1,53.565104,8.145691,1,70
Completed,CSIRO Transportable Capture Unit Tarong (Queensland),Queensland,Capture,CSIRO - Australian Commonwealth Scientific and Industrial Research Organization,Australia,Other Support,", Queensland",Nanango,"Amine-based post combustion capture pilot plant will capture 1,000 tpa of CO2 over a two year period.  The plant became operational in December 2010.",Tarong Power Station,6/1/2009,5,http://www.carboncapturejournal.com/news/tarong-post-combustion-pilot-plant/3375.aspx?Category=featured,CSIRO Transportable Capture Unit Tarong (Queensland),Plant in Operation,Completed,Amines,Tonnes per Day,1,-26.783583,151.91512,1,4
Completed,CSIRO Transportable Capture Unit Munmorah (New South Wales),New South Wales,Capture,CSIRO - Australian Commonwealth Scientific and Industrial Research Organization,Australia,Other Support,", New South Wales",Lake Munmorah,"CSIRO performed a post-combustion capture (and release)  project at Munmorah Power station using a post combustion ammonia absorption technology. Up to 3,000 tonnes of CO2 were captured during the tests. Pilot plant was relocated to Vales Point in 2012.",Munmorah Power Station,4/1/2008,4,http://www.uwyo.edu/ser/_files/docs/conferences/2013/china/paul%20feron.pdf,CSIRO Transportable Capture Unit Munmorah (New South Wales),Plant Design,Completed,Ammonia Absorption Technology,Tonnes per Day,1,-33.211619,151.542258,1,10
Completed,CASTOR CO2 from Capture to Storage,Southern Denmark region,Capture,ELSAM - Elsam Power,Denmark,Other Support,", Southern Denmark region",Esbjerg Power Station," Tested in a pilot unit capable of treating 0.9 tonnes of CO2/hr.Capture: Esbjerg Power Station; Storage: four sites (Spain-Mediterranean, Austria-Atzbach, Netherlands-North Sea, Norway-Snohvit)",Esbjerg Power Station,2/1/2008,46,https://cordis.europa.eu/result/rcn/47842_en.html,CASTOR CO2 from Capture to Storage,Plant in Operation,Completed,Amines,Tonnes per Day,1,55.454376221,8.453642845,1,22
Active,Yates Oil Field EOR Operations,Texas,Storage,Kinder Morgan,United States,Other Support,", Texas",Pecos County west of Iraan,"Kinder Morgan delivers approximately 1.3 billion cubic feet per day of CO2 through about 1,300 miles of pipelines.",Kinder Morgan,1/1/2006,170,http://www.kindermorgan.com/business/co2/yates.cfm,Yates Oil Field EOR Operations,Injection Ongoing,Active,,Barrels per Day,1,30.920613,-101.935292,1,"20,800"
