Project Name,Type Name,Status Detail Name,Status Name,Project Date,Company,Country Name,Location,Other,Plant,Project Link,,Technology Name,Unit Base Name 1,Latitude,Longitude,Major Injection Amount
SECARB Validation Phase - Stacked Storage Test,Storage,,Completed,7/15/2008,Southern States Energy Board,United States,Cranfield Oilfield,"Initiated injection of CO2 for the storage/EOR activity on July 15, 2008. As of March 2009, approximately 627,744  metric tons of CO2 have been injected.",Jackson Dome,http://www.secarbon.org/?page_id=8,,,Tonnes Total,31.578581,-91.172386,"627,744"
SECARB Validation Phase - Plant Daniel Project,Storage,,Completed,4/1/2006,Southern States Energy Board,United States,Escatawpa,The primary objective of this project was to locate and evaluate suitable saline formations for storage of CO2 in close proximity to large coal-fired power plants along the Mississippi Gulf Coast.,Commercial Source,http://www.secarbon.org/files/mississippi-test-site.pdf,,,Tonnes Total,30.53,-88.556111,"2,740"
SECARB Validation Phase - Central Appalachian Basin Coal Test,Storage,,Completed,1/15/2009,Southern States Energy Board,United States,Russell County,"The project evaluated the injection of more than 900 metric tons of CO2 into multiple coal seams of the Pocahontas Formation and Lee Formation at depths ranging between 1,400 and 2,200 feet.",Commercial Source,http://www.secarbon.org/files/central-appalachian-basin.pdf,,,Tonnes Total,37.08158333,-81.9609,907
SECARB Validation Phase - Black Warrior Basin Project,Storage,Injection Complete,Completed,10/1/2009,Southern States Energy Board,United States,Tuscaloosa County,"As in the Central Appalachian Basin, the objectives of the Black Warrior Basin test were to determine if sequestration of CO2 in mature CBM reservoirs is a safe and effective method to mitigate GHG emissions and to determine if injectivity exists.",Jackson Dome,http://www.secarbon.org/files/black-warrior-basin.pdf,,,Tonnes Total,33.347691,-87.49419,252
SECARB Development Phase -Cranfield Project,Storage,,Completed,4/1/2009,Southern States Energy Board,United States,Adams County,The project injected CO2 (through 23 injection wells) into the stacked storage regime within the Tuscaloosa formation at the Cranfield Site.,Jackson Dome,http://www.netl.doe.gov/publications/factsheets/project/NT42590.pdf,,,Tonnes Total,31.589822,-91.154311,"4,743,898"
RECOPOL Project,Storage,Injection Complete,Completed,10/1/2001,European Commission,Poland,Kaniow,"The project conducted research and pilot field tests storing CO2 in coal seams in the Silesian coal basin of Poland. Over a time period from August 2004 to June 2005, a total of 760 tonnes CO2 was injected into the well.",Commercial Source,http://www.cgseurope.net/Sections.aspx?section=491.492.511,,,Tonnes per Day,49.9476,19.0632,2
Qinshui ECBM Project,Storage,Injection Complete,Completed,3/1/2002,Canadian International Development Agency,China,south Qinshui Basin,"This is a Chinese-Canadian collaborating project. Starting in April 2004, a total of 192 tonnes CO2 was injected into the coalbed.",Commercial Source,https://gcep.stanford.edu/pdfs/wR5MezrJ2SJ6NfFl5sb5Jg/15_china_gunter.pdf,,,Tonnes Total,35.69060135,112.1750412,192
PICOREF Project,Storage,Injection Complete,Completed,1/1/2005,Gaz de France Production,France,SE Paris Basin,Project focused on identifying sites in France as potential geologic storage sites and optimize site evaluation processes for a CO2 project. The project was completed in 2006. PICOREF will continue in 2006-2007 within the French National Research Agency.,Commercial Source,http://members.igu.org/html/wgc2006/pdf/paper/add11170.pdf,,,,47.83117,1.938112,
Pembina Cardium CO2 EOR Pilot,Storage,,Completed,11/1/2005,PennWest Exploration (formerly Penn West Energy Trust),Canada,Edmonton (125 km SW),"Penn West initiated a CO2 pilot project in 2005 and the first phase of the Pembina Enhanced Recovery Project will include construction of a CO2 supply pipeline, infill drilling, well recompletions, and field facility upgrades.",Commercial Source,http://www.zeroco2.no/projects/pembina-enhanced-oil-recovery-project,,,Tonnes per Day,52.66256,-114.667908,79
PCOR Validation Phase - Northwest McGregor EOR Huff n' Puff Project,Storage,,Completed,3/1/2009,Energy & Environmental Research Center - University of North Dakota,United States,Williams County,"Eagle Operating and the EERC conducted a CO2 Huff n Puff in the Northwest McGregor Oil Field on the Nesson Anticline in Williston County, North Dakota. A total of 400 tonnes of CO2  was injected into the Madison formation over two days in June 2009.",Commercial Source,https://www.undeerc.org/pcor/newsandpubs/pdf/FS12A-CO2-Huff-n-Puff-Validation-Test-NW-McGregor.pdf,,,Tonnes Total,48.575622,-102.942431,400
PCOR Validation Phase - Lignite Test,Storage,,Completed,10/1/2005,Energy & Environmental Research Center - University of North Dakota,United States,Burke County,"Approximately 82 metric tons (90 tons) of CO2 was injected over a roughly 2-week period in March 2009 into a 10- to 12-foot-thick coal seam at a depth of approximately 1,100 feet. Test affirmed CO2 can be safely stored in coal.",Commercial Source,https://www.undeerc.org/pcor/newsandpubs/pdf/FS10-Lignite-CO2-Sequestration-Test-Unminable-Coal-Seam-North-Dakota.pdf,,,Tonnes Total,48.549909,-102.239482,80
PCOR Development Phase - Bell Creek Project,Storage,Injection Complete,Completed,10/1/2007,Energy & Environmental Research Center - University of North Dakota,United States,Powder River County,"CO2 from Lost Cabin gas plant WY through 226-mile pipeline, from Shute Creek plant in WY through intersecting pipeline. CO2-EOR.  Injection began 2013. Over 20-25 years, 900,000 metric tons CO2/year will recover an incremental 35 million bbl.",ConocoPhillips Lost Cabin/Madden Gas Plant,http://www.netl.doe.gov/publications/factsheets/project/NT42592.pdf,,Gas Separation,Tonnes per Day,45.097,-105.109,"2,740"
Newark Basin Characterization of New York and New Jersey,Storage,,Completed,12/8/2009,"Sandia Technologies, LLC",United States,,Goal is to characterize and assess the potential for storing large amounts of CO2 within the saline formations of the Newark Rift Basin.,,http://www.netl.doe.gov/File%20Library/Events/2014/carbon_storage/7--Philip-Papadeas.pdf,,,Tonnes Total,41.002159,-73.908508,0
Nagaoka Storage Project,Storage,Injection Complete,Completed,1/1/2003,Japanese Government,Japan,Nagaoka-city,"Project is a small scale field test of CO2 injection into an onshore saline formation 1100 meters deep. The site was a horizontal homogeneous, high porosity and permeability Pleistocene sandstone formation. Total of 10,405 tonnes of CO2 injected.",Teikoku Oil Co. Ltd. Natural Gas Field,https://www.rite.or.jp/English/lab/geological/project_overview.html,,,Tonnes per Day,37.449965,138.850413,40
MRCSP Validation Phase - Cincinnati Arch Geologic Test,Storage,,Completed,1/1/2009,Battelle Memorial Institute,United States,Rabbit Hash,"This saline formation project aims to demonstrate carbon sequestration in the Mt. Simon sandstone formation, a major CO2 sequestration target in the MRCSP region.  Site is at Duke Energy's East Bend Generating Station.",Commercial Source,http://www.mrcsp.org/east-bend-site---validation-phase,,,Tonnes Total,38.908484,-84.853985,910
MRCSP Validation Phase - Appalachian Basin Test,Storage,,Completed,1/1/2009,Battelle Memorial Institute,United States,Shadyside,"This project provided an opportunity to evaluate the feasibility of injecting CO2 into three different deep rock formations at depths between 5,900 and 8,300 feet.  These formations, the Oriskany, Salina, and Clinton/Medina.",Commercial Source,http://www.mrcsp.org/r-e-burger-site---validation-phase,,,Tonnes Total,39.912682,-80.76458,50
MOVECBM Project,Storage,Post-Injection Monitoring,Completed,11/1/2006,European Union,Poland,Kaniow,MOVECBM is studying optimum CO2 storage and enhanced coal bed methane production (ECBM) in coal seams. The project lasted for two years ending in 2008.,Commercial Sources,http://cordis.europa.eu/result/rcn/47563_en.html,,,Tonnes per Day,49.9476,19.0632,15
"Modeling CO2 Sequestration in a Saline Reservoir and Depleted Oil Reservoir to Evaluate The Regional CO2 Sequestration Potential of The Ozark Plateau Aquifer System, South-Central Kansas",Storage,,Completed,12/8/2009,University of Kansas,United States,southern,This project studied potential CO2 storage sites within saline aquifer and depleted oil reservoirs within the Ozark Plateau Aquifer System (OPAS) in south-central Kansas.,,http://www.netl.doe.gov/File%20Library/Events/2014/carbon_storage/11--L--Watney_J--Rush_J--Raney.pdf,,,,37.165836,-101.251679,
MGSC Validation Phase - Tanquary Site,Storage,,Completed,1/1/2008,Illinois State Geological Survey,United States,Wabash County,The purpose of this project was to determine the CO2 injection and storage capability and the enhanced coalbed methane recovery potential of Illinois Basin coal seams.  The target formation was the Pennsylvanian Carbondale formation.,Commercial Source,http://www.sequestration.org/resources/publish/TanquaryReportFinal.pdf,,,Tonnes Total,38.40745,-87.95868,91
MGSC Validation Phase - Sugar Creek Field,Storage,,Completed,4/1/2009,Illinois State Geological Survey,United States,Hopkins County,"In early Summer 2009, CO2 injection started at the EOR III site in the Sugar Creek field in Hopkins County, Kentucky. The reservoir is located at a depth of 1,850 feet and consists of fine-grained sandstone packages interbedded with shales.",Commercial Source,https://www.osti.gov/servlets/purl/1063888,,,Tonnes Total,37.26265,-87.578917,"6,560"
MGSC Validation Phase - Mumford Hills Field,Storage,,Completed,9/1/2009,Illinois State Geological Survey,United States,Posey County,"Carbon dioxide injection started in Fall 2009 at the EOR II site in the Mumford Hills field in Posey County, Indiana.  The reservoir is located at an average depth of 1,900 feet deep and consists of thick wedges of fine-grained sandstone.",Commercial Source,http://sequestration.org/mgscprojects/mumfordhills.html,,,Tonnes Total,38.187413,-87.879005,"6,300"
MGSC Validation Phase - Loudon Field,Storage,Injection Complete,Completed,1/1/2007,Illinois State Geological Survey,United States,Fayette County,"This mature oil field enhanced oil recovery (EOR) test, also known as a Huff n Puff, evaluated the potential for geological sequestration of CO2 in mature Illinois Basin oil reservoirs as part of an EOR program.",Commercial Source,http://sequestration.org/resources/publish/MGSC_HuffnPuff_Loudon.pdf,,,Tonnes Total,39.041661,-88.893386,39
Liaohe EOR Project,Storage,Injection Complete,Completed,1/1/1998,Chinese Government,China,Panjin,The project injected flue gas into a depleting oil field for EOR. It started in 1998 and the EOR proved effective with injecting flue gas. Phase II will look at separating CO2 via membrane and recirculating the CO2 to increase CO2 concentration.,Jingzhou Oil Extraction Plant,http://www.netl.doe.gov/publications/proceedings/01/carbon_seq/p3.pdf,,,Tonnes Total,41.137084,122.137069,"2,300"
JCOP Yubari/Ishikari ECBM Project,Storage,Injection Complete,Completed,1/1/2002,General Environment Technos Co. Ltd.,Japan,Yubari,The Yubari project is a research and development project on CO2 sequestration in unminable coal seams with the production of coal bed methane.,Commercial Source,http://www.adv-res.com/Coal-Seq_Consortium/ECBM_Sequestration_Knowledge_Base/Coal-Seq%20VI%20Forum%202008/Fujioka_JCOAL_Yubari.pdf,,,Tonnes Total,43.006987,142.08831,415
Gulf of Mexico Miocene Mega Transect Site Characterization,Storage,,Completed,12/8/2009,University of Texas at Austin,United States,coastline,Objective is to identify at least one specific site within Texas offshore state lands capable of storing at least 30 million tons of CO2.,,http://www.netl.doe.gov/File%20Library/Events/2014/carbon_storage/9---Tip-Meckel.pdf,,,,28.394151,-96.186152,
Geologic Characterization of the South Georgia Rift Basin for Source Proximal CO2 Storage,Storage,,Completed,12/8/2009,South Carolina Research Foundation,United States,,Evaluate the feasibility of storing CO2 in the Jurassic and Triassic strata of the buried South Georgia Rift Basin.,,http://www.netl.doe.gov/File%20Library/Events/2014/carbon_storage/6--Michael-Waddell.pdf,,,,33.113913,-80.533211,
Frio Brine Pilot,Storage,,Completed,10/4/2004,Bureau of Economic Geology,United States,Dayton,"From October 414, 2004 the Frio Brine Pilot team injected 1,600 tons of CO2 1,500m below surface into a high permeability brine-bearing sandstone of the Frio Formation.",Commercial Source,http://www.beg.utexas.edu/gccc/forum/codexdownloadpdf.php?ID=26,,,Tonnes Total,30.030999,-94.86129,"1,455"
Fenn Big Valley Project,Storage,,Completed,1/1/1997,Alberta Science and Research Authority,Canada,Pembina oil field,"Fenn Big Valley project was a comprehensive project studying CO2 sequestration in deep coal mines while enhancing coal bed methane production (ECBM).  In October 1999, Alberta Research Council drilled a well at Fenn Big Valley.",Commercial Source,http://www.researchgate.net/publication/228933838_CO2_storage_and_enhanced_methane_production_field_testing_at_Fenn-Big_Valley_Alberta_Canada_with_application,,,Tonnes Total,52.050455,-112.734195,200
CO2SINK Project (Ketzin),Storage,Injection Complete,Completed,6/30/2008,European Commission,Germany,Ketzin," Located at Ketzin, Germany, the project injected 67,271 tonnes of CO2. Injection ended 8/29/2013.",Leuna Refinery,http://sequestration.mit.edu/tools/projects/ketzin.html,,,Tonnes Total,51.191544,12.356714,"67,271"
Characterization of the Most Promising Sequestration Formations in the Rocky Mountain Region,Storage,,Completed,12/8/2009,University of Utah,United States,Craig,Project seeks to characterize and analyze the geologic storage formations near the Craig Power Station in Colorado and apply the results to regional geologic storage formations in the Central and Southwestern Rockies.,,https://www.netl.doe.gov/File%20Library/events/2013/carbon%20storage/3-30-McPherson_RMCCS_FY13_Carbon_Storage-Review_Final.pdf,,,,40.435449,-107.593316,
"Characterization of the Miocene and Pliocene Formations in the Wilmington Graben, Offshore Los Angeles, for Large Scale Geologic Storage of CO2",Storage,,Completed,12/8/2009,GeoMechanics Technologies,United States,offshore Los Angeles,"Geologic storage potential study in the Wilmington Graben, offshore LA Basin.",,http://www.netl.doe.gov/File%20Library/Events/2014/carbon_storage/10--Michael-Bruno.pdf,,,,33.592869,-118.174017,
Blackhorse Energy LLC - Small-scale Injection Project,Storage,Planning,Completed,10/1/2011,Black Horse Energy LLC,United States,Livingston Parish,"This project will utilize CO2 for EOR operations in the First Wilcox sand unit.  The project will inject 52,000 tonnes of CO2 and CO2 foam for EOR operations.",EOR operations in the Livingston Reservoir (First Wilcox sand),https://www.osti.gov/servlets/purl/1332270,,,Tonnes Total,30.4658,-90.767859,"52,000"
Big Sky Validation Phase - Basalt Injection,Storage,,Completed,1/1/2010,Montana State University,United States,Wallula,"Injection was initiated on July 17, 2013. Injection completed August 11, 2013.",Commercial,http://www.bigskyco2.org/research/geologic/basaltproject,,,Tonnes Total,46.106511,-118.915757,977
An Evaluation of the Carbon Sequestration Potential of the Cambro Ordovician Strata of the Illinois and Michigan Basins,Storage,,Completed,12/7/2009,Illinois State Geological Survey,United States,,"Goal is to evaluate carbon storage potential of Cambrian-Ordovician strata in Illinois and Michigan basins by evaluating reservoir and seal capacity, mapping the basins with 2D & 3D seismic data sets, and developing a BMP for site characterization.",,http://www.netl.doe.gov/File%20Library/Events/2014/carbon_storage/8--Hannes-Leetaru.pdf,,,,40.10099,-88.229099,
Allison Unit CO2-ECBM Pilot,Storage,Injection Complete,Completed,10/1/2000,Burlington Resources,United States,San Juan County,This project involves CO2 injection into the Allison Unit of the San Juan Basin. CO2 was used to enhance coalbed methane recovery.,Natural Source from Cortez Area of New Mexico,https://www.adv-res.com/pdf/The%20Allison%20Unit%20CO2-ECBM%20Pilot%20-%20A%20Reservoir%20and%20Economic%20Analysis%20-%20Paper%200522.pdf,,,Tonnes per Day,39.979384,-107.510387,400
Weyburn-Midale Project,Capture & Storage,Injection Complete,Completed,10/1/2000,Cenovus Energy,Canada,Weyburn and Midale Oil Fields,"A large operational EOR with CO2 Storage project in Weyburn and adjacent Midale fields. The projected production with EOR is 67 million barrels. CO2 is supplied by a 205-mile pipeline from the Great Plains Synfuel Plant in North Dakota, USA.",Great Plains Synfuels Plant (US),https://www.undeerc.org/pcor/co2sequestrationprojects/Weyburn.aspx,,Cold Methanol (Rectisol),Tonnes Total,49.414461,-103.438402,"40,000,000"
Touchstone Bioconversion Pilot Plant,Capture & Storage,Plant in Operation,Completed,7/25/2012,Touchstone Research Laboratory,United States,Cedar Lane Farms,The project is pumping CO2 from greenhouse furnances into algae ponds to take advantages of CCUS opportunities with biomass to energy (biodiesel) production.,Biomass production ponds,http://www.algaebiomass.org/wp-content/gallery/2012-algae-biomass-summit/2010/06/Joseph_Brian1.pdf,,Not currently specified,Liter of Algae per Minute,40.824822,-81.865536,0
Total Lacq Project,Capture & Storage,Capture Complete,Completed,1/1/2009,Total,France,Lacq,"Total has initiated a pilot CO2 capture and sequestration project in the Lacq basin. The project will inject up to 150,000 metric tons of CO2 into a depleted natural gas field in Rousse over a period of two years from 2010 to 2012. The project is ongoing.",Lacq Gas Processing Plant,http://hub.globalccsinstitute.com/sites/default/files/publications/194253/carbon-capture-storage-lacq-pilot.pdf,,,Tonnes Total,43.409338,-0.634186,"51,000"
SEQ Zero Emission Power Plant (ZEPP),Capture & Storage,Developing Infrastructure,Completed,1/1/2009,SEQ Nederland B.V.,Netherlands,Drachten,"SEQ Nederland B.V. and ONS Energy are planning to build Zero Emission Power Plant (ZEPP) in Drachten, Netherlands producing 50 MW  using a novel oxy-fuel technology. 250,000 tonnes annually CO2 will be captured and used for EGR in nearby gas fields.",Zero Emission Power Plant (ZEPP),https://www.co2-cato.org/news/news/publication-of-zero-emmission-power-plant-seq-documents,,,Tonnes per Day,53.107152,6.050072,685
SECARB Development Phase - Citronelle Project,Capture & Storage,Completed,Completed,9/22/2007,Southern States Energy Board,United States,Bucks,"Injection operations were initiated in September 2012 and ended September 2014 with 114,104 metric tons injected.",Plant Barry,https://www.netl.doe.gov/File%20Library/Research/Carbon-Storage/Citronelle-SECARB-Project.PDF,,Amines,Tonnes Total,31.005154,-88.008941,"114,104"
PCOR Validation Phase - Zama Field Test,Capture & Storage,,Completed,10/1/2005,Energy & Environmental Research Center - University of North Dakota,Canada,Zama City,"The field validation test conducted at Apache Canadas Zama oil field in Alberta, Canada is evaluating the potential for geologic sequestration of CO2 in an acid gas stream that also includes high concentrations of hydrogen sulfide (H2S).",Apache Zama Gas Plant,https://www.undeerc.org/pcor/newsandpubs/pdf/RTIP-Zama-Acid-Gas-EOR-CO2-Sequestration-and-Monitoring-Project.pdf,,Gas Separation,Tonnes Total,59.064553,-118.880284,"84,986"
MRCSP Validation Phase - Michigan Basin Geologic Test,Capture & Storage,,Completed,2/1/2008,Battelle Memorial Institute,United States,Otsego County,"This project involves total injection of approximately 60,000 metric tons of CO2 into a saline formation between depths of 3,400 to 3,500 feet.  The test location is the Charlton 30/31 field in Otsego County, Michigan, site of an enhanced oil recovery.",Turtle Lake Natural Gas Processing Plant,http://www.mrcsp.org/michigan-basin-site---validation-phas,,Gas Separation,Tonnes Total,45.044878,-84.487203,"60,000"
Mitchell Energy Bridgeport Plant,Capture & Storage,Capture Complete,Completed,1/1/1991,Mitchell Energy,United States,Bridgeport,"The Mitchell Energy Bridgeport, Texas USA plant recovered~ 500 ton/day CO2 for EOR.",Bridgeport,http://www.osti.gov/scitech/biblio/6286644,,Aqueous amino acid salt-based solvent,Tonnes per Day,33.205873,-97.729303,500
MGSC Development Phase - Illinois Basin Decatur Project,Capture & Storage,Post-Injection Monitoring,Completed,1/1/2010,Illinois State Geological Survey,United States,Decatur,"MGSC has partnered with the Archer Daniels Midland (ADM) Company, an agricultural product processing company, to conduct a large-volume, saline sequestration test at ADMs ethanol by fermentation facility located in Decatur, Illinois.",ADM Ethanol Facility,http://www.netl.doe.gov/publications/factsheets/project/NT42588.pdf,,Not currently specified,Tonnes Total,39.876963,-88.89341,"999,215"
Joffre Viking EOR Project,Capture & Storage,,Completed,8/1/2003,Penn West Energy Corporation,Canada,Joffre,"First EOR in Canada in the Joffre Viking field east of Red Deer, Alberta. Penn West Petroleum operates the project using CO2 from two of the Nova Chemical Corp Ethylene plants. Project End Date  2011-12-31",NOVA Chemicals Ethylene Plant,http://www.csaregistries.ca/files/projects/prj_5957_1079.pdf,,Not currently specified,Tonnes Total,52.309312,-113.549264,"39,566"
CS Energy Callide Oxyfuels Project,Capture & Storage,Injection Complete,Completed,3/1/2006,CS Energy,Australia,town of Biloela in the Banana Shire,"The project  retrofitted a 30MW unit at CS Energy's Callide A with oxyfuel process and captured CO2 from the waste gases. The project has capture rates of more than 85%  and has operated more than 2,500 hrs.",Callide A Power Station,http://callideoxyfuel.com/,,Oxy-fuel Combustion,Tonnes per Day,-24.34121895,150.6085205,82
CONSOL Energy - Sequestration of CO2 in Unmineable Coal Seams,Capture & Storage,Post-Injection Monitoring,Completed,9/21/2001,Consol Energy Inc,United States,Marshall County,"CONSOL demonstrated a novel drilling and production process that reduces potential methane emissions from coal mining, produces usable methane (natural gas), and creates a sequestration sink for carbon dioxide (CO2) in unmineable coal seams.",On-site amine plan,https://www.netl.doe.gov/File%20Library/Events/2015/carbon%20storage/proceedings/08-20_08_CO2-Sequestration-in-Unmineable-Coal-with-ECBM-2015.pdf,,Amines,Tonnes Total,39.748189,-80.541217,"4,516"
Carbon Dioxide Technology Corp - Lubbock Plant,Capture & Storage,Injection Complete,Completed,1/1/1982,Carbon Dioxide Technology Corporation,United States,Lubbock,"Product CO[2] was pipelined from the recovery plant in a supercritical state at about 2,000 psig to the Post oil field in Garza County, Texas, about 35 miles away for use in an EOR project.",Cooke Power Station,http://www.nist.gov/pml/high_megawatt/upload/2_3-Kubek-Approved.pdf,,Amines,Tonnes per Day,33.45438,-101.862836,"1,200"
ARI Eastern Shale CO2 Injection Test,Capture & Storage,Site Characterization,Completed,10/1/2010,Advanced Resources International (ARI),United States,Pike County,"ARI is conducting a small-scale CO2 injection in eastern shales. CO2 is planned to come from the AES Warrior Run plant, but it is not a full capture project. The test will assess the feasibility of injecting and storing CO2 in shale formations.",,http://www.netl.doe.gov/publications/factsheets/project/FE0004633.pdf,,,Tonnes Total,37.290102,-82.615054,300
Air Products and Chemicals Inc. CCS Project,Capture & Storage,Capture Ongoing,Completed,11/16/2009,Air Products and Chemicals,United States,Port Arthur,"DOE project was completed on September 30, 2017, and operations continue.",Valero Port Arthur Refinery's Methane Steam Reformer Waste Streams,http://www.netl.doe.gov/research/coal/project-information/FE0002381,,Vacuum swing absorption,Tonnes per Day,29.865913,-93.967359,"2,740"
We Energies Pleasant Prairie Field Pilot,Capture,Capture Complete,Completed,7/1/2008,We Energies,United States,Pleasant Prairie,"The Chilled Ammonia CO2 capture pilot at the We Energies power plant in Pleasant Prairie, Wisconsin, USA went into operation in June 2008. Demonstrated more than 90% capture of CO2 from flue gas.",Pleasant Prairie,http://mydocs.epri.com/docs/CorporateDocuments/SectorPages/GEN/CarbonCaptureProject/doc/cc_report.pdf,,Alstom Chilled Ammonia Process,Tonnes per Day,42.53944,-87.90444,81
TEPCO Yokosuka,Capture,Capture Complete,Completed,1/1/1997,Tokyo Electric Power Company,Japan,Kurihama (Yokosuka),Tested 5 solvent systems for their CO2 capture capability.  Selected best solvent (H3) and it consistently achieved 80 to 90 % recovery rates.,Yokosuka Thermal Power Station,http://www.psa.mhps.com/supportingdocs/forbus/hpsa/technical_papers/Advanced%20Amine-based%20CO2%20Capture%20for%20Coal-fired%20Power%20Plants.pdf,,Solvents,% Reduction,35.215,139.72028,90
Slipstream Testing of a Membrane CO2 Capture Process for Existing Coal-Fired Power Plants,Capture,,Completed,10/1/2010,"Membrane Technology and Research, Inc (MTR)",United States,Wilsonville,"1 ton per day capture field test site Cholla Power Plant (AZ), with scale up to 20 tons/day at NCCC site.",National Carbon Capture Center,http://www.netl.doe.gov/File%20Library/Research/Coal/ewr/co2/FE0005795.pdf,,MTR Membrane System,Tonnes per Day,33.243601,-86.469014,20
Slipstream Development and Testing of Siemens POSTCAP Capture and Separation Technology,Capture,,Completed,10/1/2010,"Siemens Energy, Inc.",United States,Tampa,"Design, install, and operate a pilot plant treating 2.5 MWe slipstream of flue gas.",Tampa Electric Company's Big Bend Station,http://www.netl.doe.gov/research/coal/carbon-capture/post-combustion/siemens-postcap,,Aqueous amino acid salt-based solvent,Tonnes per Day,27.794879,-82.40066,50
Sargas Vartan,Capture,Capture Complete,Completed,1/1/2007,Sargas,Sweden,Stockholm,"SARGAS currently has a breakthrough, proprietary technology for CO2 capture, which can be used at coal at a very affordable price. The challenge lies in how the large amounts of CO2 to be stored, and who takes the bill for disposal.",Vartan Power Plant,http://translate.google.com/translate?hl=en&sl=no&u=http://www.ukeavisenledelse.no/norsk-sm%25C3%25A5bedrift-vil-vokse-p%25C3%25A5-co2-fri-kullkraft&prev=/search%3Fq%3DSargas%2BVartan%26start%3D10%26safe%3Doff%26sa%3DN%26es_sm%3D122%26biw%3D1264%26bih%3D9,,Solvents,,59.34833,18.07028,
RWE/BASF/Linde CO2 Capture Project Niederaussem,Capture,Capture Complete,Completed,8/18/2009,RWE Power,Germany,"Niederaussem, Bergheim",The pilot plant is capturing 300 kg CO2/hr from a bypass flue gas stream from the plant.,RWE Power AG Lignite Plant,http://www.zeroco2.no/projects/rwe2019s-scrubbing-pilot-plant-in-cooperation-with-basf-and-linde,,Amines,Tonnes Total,50.994088,6.667984,"2,000"
Nippon Steel CO2 Capture Project,Capture,Capture Complete,Completed,1/1/2004,Nippon Steel,Japan,Kimitsu, Project started in 2004 and plans to end in 2008.  April 2010 will start a 30 tonnes/day capture test plant using amine solvent.,Nippon Steel Facilities in Kimitsu Works,http://globalenergyobservatory.org/geoid/40207,,Amines,Tonnes per Day,35.35792923,139.8679047,170
Mulgrave Capture Project - CO2CRC,Capture,Capture Complete,Completed,1/1/2009,CO2CRC - Cooperative Research Centre for Greenhouse Gas Technologies,Australia,"Mulgrave, Melbourne","Pre-combustion CO2 capture from a brown coal burning IGCC plant.  They are piloting three capture technologies: solvent, membrane, and pressure swing.  CO2 captured (Tonnes Total): 741 tonnes/year.",Coal Gasifier at HRL Facility,https://www.researchgate.net/publication/251711740_Novel_Pre-Combustion_Capture_Technologies_in_Action_-_Results_of_the_CO2CRCHRL_Mulgrave_Capture_Project,,Amine Ammonia Membrane,Tonnes Total,-37.913772,145.15598,741
Matsushima Coal Plant Capture Project,Capture,Capture Complete,Completed,7/1/2006,Japanese Government,Japan,Matsushima,CO2 capture facility (10 tons per day) installed to understand long-term effects of impurities on amine scrubber process. Test occurred from July 2006 through 2008.,Matsushima Coal Power Plant,No specific project link identified.,,Amines,Tonnes per Day,32.939747,129.59783,10
H3 Capture Project-CO2CRC,Capture,Capture Complete,Completed,7/9/2009,CO2CRC - Cooperative Research Centre for Greenhouse Gas Technologies,Australia,Morwell,Based at Hazelwood power station and run in parallel with the Hazelwood Post-Combustion 2030 Project.  Effort has tested a range of solvents and different process configurations using the solvent post-combustion capture plant.,Hazelwood power station,http://ieaghg.org/docs/General_Docs/12%20cap/3-9%20sec.pdf,,Solvents,Tonnes per Day,-38.272924,146.391758,0
Evaluation of Solid Sorbents as a Retrofit Technology for CO2 Capture,Capture,,Completed,10/1/2010,"ADA-ES, Inc.",United States,West Jefferson,"Design, construct, and operate pilot plant on 1 MWe slipstream of flue gas at Southern Company's Plant Miller.",Southern Company - Plant Miller,https://www.netl.doe.gov/File%20Library/Research/Coal/carbon%20capture/FE0004343.pdf,,Solid sorbent,Tonnes per Day,33.632011,-87.060964,25
"E.ON Coal Plant in Wilhelmshaven, Germany",Capture,Capture Complete,Completed,1/1/2010,E.ON,Germany,Wilhelmshaven,The pilot plant will be small in scale at 5.5 MW and will capture approximately 70 tonnes per day of CO2. Completed in late 2015.,Wilhelmshaven power plant,http://www.fluor.com/projects/carbon-capture-plant-design-build,,Fluor Econamine,Tonnes per Day,53.565104,8.145691,70
CSIRO Transportable Capture Unit Tarong (Queensland),Capture,Plant in Operation,Completed,6/1/2009,CSIRO - Australian Commonwealth Scientific and Industrial Research Organization,Australia,Nanango,"Amine-based post combustion capture pilot plant will capture 1,000 tpa of CO2 over a two year period.  The plant became operational in December 2010.",Tarong Power Station,http://www.carboncapturejournal.com/news/tarong-post-combustion-pilot-plant/3375.aspx?Category=featured,,Amines,Tonnes per Day,-26.783583,151.91512,4
CSIRO Transportable Capture Unit Munmorah (New South Wales),Capture,Plant Design,Completed,4/1/2008,CSIRO - Australian Commonwealth Scientific and Industrial Research Organization,Australia,Lake Munmorah,"CSIRO performed a post-combustion capture (and release)  project at Munmorah Power station using a post combustion ammonia absorption technology. Up to 3,000 tonnes of CO2 were captured during the tests. Pilot plant was relocated to Vales Point in 2012.",Munmorah Power Station,http://www.uwyo.edu/ser/_files/docs/conferences/2013/china/paul%20feron.pdf,,Ammonia Absorption Technology,Tonnes per Day,-33.211619,151.542258,10
